transaction_id,target_id,acquirer_id,announce_date,close_date,deal_year,deal_quarter,deal_type,financing_type,deal_size_mm,ev_ebitda_multiple,ev_revenue_multiple,synergy_pct_of_deal,outcome,strategic_rationale_tags,num_bidders,days_to_close,target_name,target_sector,target_sub_sector,target_geography,target_ownership_type,target_ltm_revenue_mm,target_ebitda_margin_pct,acquirer_name,acquirer_type,acquirer_sector_focus,acquirer_geographic_reach,sector_median_ev_ebitda,sector_median_ev_revenue,ev_ebitda_pct_vs_sector_median,ev_revenue_pct_vs_sector_median,acquirer_fiscal_revenue_mm,acquirer_fiscal_ebitda_mm,acquirer_net_debt_mm,acquirer_cash_mm,acquirer_total_assets_mm,deal_size_tier
TXN-0500,TGT-0094,ACQ-013,2016-04-22,,2016,Q2,Leveraged Buyout,Leveraged,254.7,20.6,4.2,14.6,Terminated,Diversification|Cost Synergies|Technology Capability,4,,Keystone Care at Home,Home Health/Hospice,Hospice,Southeast,Nonprofit,184.1,16.1,Evolent Health,Strategic,Health IT,National,17.6,4.96,17.045454545454543,-15.322580645161285,715.4,85.8,411.3,97.3,1775.9,Mid-Market
TXN-0479,TGT-0095,ACQ-017,2016-11-24,,2016,Q4,Bolt-on Acquisition,Cash + Stock,219.9,11.8,4.5,17.5,Rumored,Diversification|Cross-Sell Opportunity,4,,Sterling MedTech,Medical Devices,Surgical Instruments,Mid-Atlantic,Family-Owned,192.2,23.3,Hologic,Strategic,Medical Devices,National,12.6,2.51,-6.349206349206341,79.28286852589643,1886.1,215.0,315.9,111.3,3599.6,Mid-Market
TXN-0265,TGT-0099,ACQ-007,2016-01-05,2016-08-18,2016,Q1,SPAC Merger,Mixed,480.4,22.0,7.31,5.1,Closed,Margin Improvement|Market Consolidation|Cross-Sell Opportunity|Brand Value|Cost Synergies,5,226,Highland Home Care,Home Health/Hospice,Home Health,Northeast,Physician-Owned,771.7,21.4,Amedisys,Strategic,Home Health/Hospice,National,14.9,4.54,47.651006711409394,61.01321585903082,1851.7,542.5,440.9,251.9,2633.6,Mid-Market
TXN-0142,TGT-0121,ACQ-012,2016-11-16,,2016,Q4,Bolt-on Acquisition,Seller Financing,378.4,16.5,6.72,6.0,Rumored,Cross-Sell Opportunity|Platform Build,7,,Ridgeline Biosciences,Pharma/Biotech,Specialty Pharma,West Coast,Public,434.8,12.2,Phreesia,Strategic,Health IT,National,17.0,2.69,-2.941176470588235,149.81412639405204,352.2,100.0,200.4,49.6,770.0,Mid-Market
TXN-0416,TGT-0139,ACQ-003,2016-01-22,2016-03-17,2016,Q1,Recapitalization,Seller Financing,525.5,14.2,2.98,17.4,Closed,Geographic Expansion|Supply Chain Integration,4,55,Wellspring Surgical,Medical Devices,Surgical Instruments,Northeast,PE-Backed,338.9,24.5,HCA Healthcare,Strategic,Healthcare Services,National,15.6,4.38,-8.974358974358978,-31.963470319634702,5222.6,1227.3,1375.2,415.2,12522.4,Large
TXN-0006,TGT-0168,ACQ-010,2016-04-01,,2016,Q2,Merger of Equals,Stock-for-Stock,53.4,11.7,6.7,6.0,Terminated,Talent Acquisition|Market Consolidation|Brand Value|Technology Capability|Platform Build,7,,Encore Health Analytics,Health IT,EHR/EMR,Multi-Regional,Family-Owned,269.9,27.0,DaVita,Strategic,Healthcare Services,National,14.4,2.06,-18.750000000000007,225.24271844660197,3990.2,506.8,2114.7,591.4,6561.5,Small
TXN-0427,TGT-0180,ACQ-007,2016-11-21,2017-02-10,2016,Q4,Bolt-on Acquisition,Seller Financing,201.0,12.2,3.47,17.0,Closed,Brand Value|Vertical Integration|Cost Synergies|Geographic Expansion|Diversification,7,81,Bridgepoint Biomedical,Medical Devices,Orthopedic Devices,Midwest,Public,198.8,14.5,Amedisys,Strategic,Home Health/Hospice,National,12.6,2.51,-3.174603174603177,38.24701195219126,1851.7,542.5,440.9,251.9,2633.6,Mid-Market
TXN-0360,TGT-0181,ACQ-006,2016-06-12,,2016,Q2,Recapitalization,Leveraged,783.1,20.5,3.98,18.7,Pending,Geographic Expansion|Diversification|Vertical Integration|High Growth|Market Consolidation,2,,Titan Revenue Solutions,Revenue Cycle,Billing Services,Northeast,Public,740.3,14.7,Molina Healthcare,Strategic,Health Insurance,Multi-Regional,17.3,2.87,18.497109826589593,38.6759581881533,2127.0,259.5,798.1,124.3,5895.9,Large
TXN-0244,TGT-0211,ACQ-006,2016-02-14,,2016,Q1,Minority Investment,Cash + Stock,183.6,7.5,5.67,9.8,Pending,Cross-Sell Opportunity|Margin Improvement|Regulatory Arbitrage|High Growth,7,,Cascade Medical Practice,Physician Groups,Primary Care Groups,Multi-Regional,Family-Owned,307.2,23.7,Molina Healthcare,Strategic,Health Insurance,Multi-Regional,13.0,1.7,-42.30769230769231,233.52941176470586,2127.0,259.5,798.1,124.3,5895.9,Mid-Market
TXN-0475,TGT-0218,ACQ-017,2016-12-19,,2016,Q4,Management Buyout,Leveraged,573.9,22.0,7.8,4.9,Pending,Talent Acquisition|Supply Chain Integration|High Growth|Regulatory Arbitrage|Platform Build,3,,Keybridge Systems,Health IT,EHR/EMR,Northeast,PE-Backed,25.3,8.9,Hologic,Strategic,Medical Devices,National,9.9,3.83,122.22222222222221,103.65535248041775,1886.1,215.0,315.9,111.3,3599.6,Large
TXN-0286,TGT-0237,ACQ-005,2016-05-22,,2016,Q2,Recapitalization,Cash + Stock,659.0,22.0,2.03,3.3,Pending,Vertical Integration|Platform Build|Talent Acquisition,2,,Momentum Tech Solutions,Health IT,Clinical Decision Support,Mid-Atlantic,Physician-Owned,689.1,9.1,Tenet Healthcare,Strategic,Healthcare Services,Multi-Regional,14.4,2.06,52.77777777777778,-1.4563106796116625,3238.9,634.8,1536.4,423.5,5031.0,Large
TXN-0247,TGT-0251,ACQ-001,2016-08-22,,2016,Q3,Bolt-on Acquisition,All Cash,392.7,11.9,4.06,8.7,Withdrawn,Revenue Synergies|Market Consolidation|Cross-Sell Opportunity|Cost Synergies|Brand Value,7,,Sterling Life Sciences,Pharma/Biotech,Biotech Therapeutics,National,PE-Backed,199.2,29.2,UnitedHealth Group,Strategic,Health Insurance,National,9.5,4.3,25.26315789473685,-5.581395348837215,19596.4,3801.7,10349.2,1165.4,28629.9,Mid-Market
TXN-0239,TGT-0265,ACQ-005,2016-08-13,2017-07-18,2016,Q3,Merger of Equals,Stock-for-Stock,355.7,13.5,1.07,18.7,Closed,Regulatory Arbitrage|Market Consolidation,3,339,Kensington Wellness Group,Behavioral Health,Autism Services,Southeast,Nonprofit,115.4,16.2,Tenet Healthcare,Strategic,Healthcare Services,Multi-Regional,17.2,2.57,-21.51162790697674,-58.365758754863805,3238.9,634.8,1536.4,423.5,5031.0,Mid-Market
TXN-0086,TGT-0295,ACQ-015,2016-09-18,,2016,Q3,Leveraged Buyout,Seller Financing,687.2,9.7,6.56,15.6,Withdrawn,Cost Synergies|High Growth,8,,Sentinel Care Partners,Healthcare Services,Lab Services,Northeast,PE-Backed,562.6,22.0,Patterson Companies,Strategic,Dental,National,11.5,4.37,-15.652173913043486,50.114416475972526,1452.1,363.0,641.0,144.7,2644.7,Large
TXN-0263,TGT-0297,ACQ-008,2016-01-02,2016-03-15,2016,Q1,Strategic Acquisition,Stock-for-Stock,713.7,19.2,6.44,4.1,Closed,Cross-Sell Opportunity|Regulatory Arbitrage|High Growth|Platform Build,8,73,Onyx Clinical Group,Physician Groups,Multi-Specialty Groups,Southeast,Family-Owned,310.0,21.5,Acadia Healthcare,Strategic,Behavioral Health,National,13.0,1.7,47.692307692307686,278.82352941176475,2351.7,479.7,1323.1,164.0,5368.9,Large
TXN-0065,TGT-0135,ACQ-005,2016-01-25,2016-12-17,2016,Q1,Management Buyout,Mixed,652.9,17.0,6.34,6.6,Closed,Talent Acquisition|Brand Value|Margin Improvement|Regulatory Arbitrage,1,327,Equinox Claims Solutions,Revenue Cycle,Patient Financial Services,Great Plains,Nonprofit,1044.5,16.5,Tenet Healthcare,Strategic,Healthcare Services,Multi-Regional,12.0,4.05,41.66666666666667,56.54320987654321,3238.9,634.8,1536.4,423.5,5031.0,Large
TXN-0076,TGT-0204,ACQ-009,2016-06-03,2016-10-08,2016,Q2,Recapitalization,Mixed,93.7,15.7,6.46,16.6,Closed,Regulatory Arbitrage|Geographic Expansion|Supply Chain Integration|Platform Build|Cost Synergies,1,127,Encore Revenue Solutions,Revenue Cycle,Claims Management,Mid-Atlantic,Public,153.6,25.2,Encompass Health,Strategic,Home Health/Hospice,Multi-Regional,17.3,2.87,-9.248554913294806,125.08710801393728,2873.1,488.4,1445.0,392.0,7351.1,Small
TXN-0376,TGT-0012,ACQ-027,2016-10-11,,2016,Q4,Bolt-on Acquisition,Cash + Stock,309.6,12.0,7.34,16.7,Withdrawn,Geographic Expansion|Cost Synergies|Regulatory Arbitrage|Cross-Sell Opportunity,3,,Optima Care Partners,Healthcare Services,Lab Services,Multi-Regional,Public,62.8,12.3,Bain Capital,Financial Sponsor,Diversified,National,11.7,2.97,2.56410256410257,147.1380471380471,,,,,,Mid-Market
TXN-0081,TGT-0015,ACQ-031,2016-08-18,2017-02-13,2016,Q3,Bolt-on Acquisition,Stock-for-Stock,546.4,10.4,3.07,19.2,Closed,Vertical Integration|Platform Build|High Growth,1,179,Crest Hospice Care,Home Health/Hospice,Hospice,National,Private,533.9,9.9,Thoma Bravo,Financial Sponsor,Technology,National,13.6,2.21,-23.529411764705877,38.914027149321264,,,,,,Large
TXN-0022,TGT-0022,ACQ-028,2016-12-20,2017-03-19,2016,Q4,Leveraged Buyout,Mixed,669.8,10.9,7.36,18.5,Closed,Talent Acquisition|High Growth|Brand Value|Diversification|Vertical Integration,2,89,Mosaic Home Health,Home Health/Hospice,Home Infusion,Great Plains,Physician-Owned,50.2,22.6,Advent International,Financial Sponsor,Diversified,National,14.7,2.81,-25.850340136054417,161.9217081850534,,,,,,Large
TXN-0392,TGT-0034,ACQ-035,2016-09-10,,2016,Q3,Leveraged Buyout,Seller Financing,322.6,7.9,6.08,18.0,Withdrawn,Technology Capability|Cost Synergies|Supply Chain Integration|Brand Value|Diversification,5,,Apex Recovery Centers,Behavioral Health,Psychiatric Hospitals,National,Physician-Owned,161.7,16.3,Cerberus Capital,Financial Sponsor,Diversified,National,17.2,2.57,-54.06976744186046,136.57587548638134,,,,,,Mid-Market
TXN-0384,TGT-0036,ACQ-031,2016-10-01,2017-06-04,2016,Q4,Platform Investment,Leveraged,606.6,13.6,4.81,8.3,Closed,Market Consolidation|Margin Improvement|Revenue Synergies|Regulatory Arbitrage,1,246,Landmark Insurance Solutions,Health Insurance,Medicare Advantage,Midwest,Family-Owned,179.8,17.0,Thoma Bravo,Financial Sponsor,Technology,National,10.0,1.59,36.0,202.51572327044022,,,,,,Large
TXN-0413,TGT-0037,ACQ-037,2016-05-19,2016-11-28,2016,Q2,Management Buyout,Leveraged,107.6,10.4,5.13,8.6,Closed,High Growth|Market Consolidation|Diversification|Platform Build,4,193,Alpine Dental,Dental,Oral Surgery,Mountain West,Private,101.0,32.8,Frazier Healthcare,Financial Sponsor,Healthcare,National,13.0,1.99,-20.0,157.78894472361807,,,,,,Mid-Market
TXN-0452,TGT-0102,ACQ-029,2016-02-09,2016-10-15,2016,Q1,Minority Investment,Stock-for-Stock,506.5,16.0,1.81,17.9,Closed,Vertical Integration|Platform Build,7,249,Gateway Therapeutics,Pharma/Biotech,Generic Pharma,Multi-Regional,Public,580.8,30.4,General Atlantic,Financial Sponsor,Growth Equity,National,10.8,3.13,48.14814814814814,-42.17252396166134,,,,,,Large
TXN-0436,TGT-0133,ACQ-039,2016-04-14,2017-03-01,2016,Q2,Platform Investment,Cash + Stock,177.4,21.9,6.24,3.5,Closed,Geographic Expansion|Margin Improvement|Brand Value,1,321,Cascade Dental,Dental,Oral Surgery,Multi-Regional,Nonprofit,400.9,32.5,Apax Partners,Financial Sponsor,Diversified,National,13.0,1.99,68.46153846153845,213.56783919597987,,,,,,Mid-Market
TXN-0456,TGT-0135,ACQ-037,2016-04-05,,2016,Q2,Management Buyout,Seller Financing,274.2,20.7,5.06,7.7,Withdrawn,Cost Synergies|Geographic Expansion|Supply Chain Integration,8,,Equinox Claims Solutions,Revenue Cycle,Patient Financial Services,Great Plains,Nonprofit,1044.5,16.5,Frazier Healthcare,Financial Sponsor,Healthcare,National,17.3,2.87,19.653179190751434,76.30662020905922,,,,,,Mid-Market
TXN-0300,TGT-0158,ACQ-027,2016-03-24,2016-08-02,2016,Q1,SPAC Merger,Leveraged,226.2,10.0,6.19,14.9,Closed,Geographic Expansion|Platform Build|Revenue Synergies|Market Consolidation|High Growth,1,131,Atlas MedTech,Medical Devices,Diagnostic Equipment,Multi-Regional,Public,846.2,20.5,Bain Capital,Financial Sponsor,Diversified,National,15.6,4.38,-35.8974358974359,41.324200913242024,,,,,,Mid-Market
TXN-0460,TGT-0159,ACQ-022,2016-09-15,2017-03-08,2016,Q3,Platform Investment,Seller Financing,491.3,6.6,2.78,11.1,Closed,Regulatory Arbitrage|Geographic Expansion|Cross-Sell Opportunity|Revenue Synergies,1,174,Eclipse Behavioral Health,Behavioral Health,Mental Health Clinics,Northeast,Public,51.0,31.9,Blackstone,Financial Sponsor,Diversified,National,17.2,2.57,-61.627906976744185,8.171206225680933,,,,,,Mid-Market
TXN-0304,TGT-0183,ACQ-022,2016-03-14,,2016,Q1,Recapitalization,Mixed,584.3,22.9,1.8,13.2,Withdrawn,Diversification|Margin Improvement|Cross-Sell Opportunity,5,,Wellspring Health Analytics,Health IT,Clinical Decision Support,Southwest,PE-Backed,16.2,21.4,Blackstone,Financial Sponsor,Diversified,National,13.1,4.61,74.8091603053435,-60.95444685466378,,,,,,Large
TXN-0410,TGT-0197,ACQ-027,2016-01-07,2016-05-20,2016,Q1,SPAC Merger,Leveraged,44.4,20.2,3.98,9.4,Closed,Platform Build|Market Consolidation|Margin Improvement|High Growth,1,134,Titan Biopharma,Pharma/Biotech,Biotech Therapeutics,Northeast,Public,406.7,25.7,Bain Capital,Financial Sponsor,Diversified,National,10.8,3.13,87.03703703703701,27.156549520766777,,,,,,Small
TXN-0172,TGT-0202,ACQ-031,2016-10-23,2017-06-08,2016,Q4,Recapitalization,Cash + Stock,453.4,6.2,6.07,19.1,Closed,Technology Capability|Regulatory Arbitrage|Platform Build|Geographic Expansion,3,228,Voyager Healthcare,Healthcare Services,Specialty Clinics,West Coast,Private,244.8,10.9,Thoma Bravo,Financial Sponsor,Technology,National,11.7,2.97,-47.008547008547005,104.37710437710437,,,,,,Mid-Market
TXN-0091,TGT-0204,ACQ-034,2016-01-28,2016-10-25,2016,Q1,Platform Investment,Seller Financing,81.2,23.7,3.61,6.9,Closed,Cost Synergies|Talent Acquisition|Brand Value,5,271,Encore Revenue Solutions,Revenue Cycle,Claims Management,Mid-Atlantic,Public,153.6,25.2,Oak Hill Capital,Financial Sponsor,Diversified,National,12.0,4.05,97.5,-10.864197530864196,,,,,,Small
TXN-0363,TGT-0206,ACQ-022,2016-08-26,,2016,Q3,Merger of Equals,Seller Financing,181.9,20.1,1.62,10.7,Pending,Cost Synergies|Regulatory Arbitrage|Technology Capability|Diversification|Cross-Sell Opportunity,3,,Granite Healthcare,Healthcare Services,Post-Acute Care,Great Plains,Public,252.0,23.5,Blackstone,Financial Sponsor,Diversified,National,11.5,4.37,74.78260869565219,-62.92906178489702,,,,,,Mid-Market
TXN-0325,TGT-0209,ACQ-021,2016-02-18,2016-04-08,2016,Q1,Bolt-on Acquisition,Mixed,756.7,9.1,1.21,15.6,Closed,Regulatory Arbitrage|Talent Acquisition|Market Consolidation|Cost Synergies|Margin Improvement,8,50,Keybridge Health Coverage,Health Insurance,Medicaid Managed Care,Great Plains,Physician-Owned,375.5,28.4,KKR,Financial Sponsor,Diversified,National,11.3,2.15,-19.469026548672574,-43.72093023255814,,,,,,Large
TXN-0103,TGT-0210,ACQ-021,2016-03-17,2017-01-04,2016,Q1,Management Buyout,Mixed,49.4,23.8,2.09,3.5,Closed,Platform Build|Geographic Expansion|Cross-Sell Opportunity,2,293,Osprey Systems,Health IT,Population Health,Mid-Atlantic,Private,71.8,32.4,KKR,Financial Sponsor,Diversified,National,13.1,4.61,81.67938931297711,-54.663774403470725,,,,,,Small
TXN-0289,TGT-0213,ACQ-033,2016-08-11,2017-01-12,2016,Q3,Merger of Equals,Seller Financing,505.4,23.8,3.64,10.3,Closed,Diversification|Brand Value,4,154,Highland Home Care,Home Health/Hospice,Home Health,Northeast,Nonprofit,185.6,19.4,New Mountain Capital,Financial Sponsor,Healthcare,National,13.6,2.21,75.00000000000001,64.70588235294117,,,,,,Large
TXN-0129,TGT-0219,ACQ-036,2016-09-16,2017-09-09,2016,Q3,Recapitalization,Cash + Stock,560.3,11.2,4.59,11.9,Closed,Platform Build|Cross-Sell Opportunity,4,358,Atlas Health Services,Healthcare Services,Urgent Care,Great Plains,PE-Backed,832.5,9.5,Water Street Healthcare,Financial Sponsor,Healthcare,National,11.5,4.37,-2.6086956521739193,5.0343249427917565,,,,,,Large
TXN-0421,TGT-0226,ACQ-030,2016-01-06,2016-12-28,2016,Q1,Recapitalization,All Cash,233.2,13.3,6.76,4.4,Closed,Margin Improvement|Geographic Expansion|High Growth|Supply Chain Integration|Brand Value,5,357,Forge Care Partners,Healthcare Services,Urgent Care,Southeast,Nonprofit,445.8,24.3,Summit Partners,Financial Sponsor,Growth Equity,National,17.6,4.59,-24.431818181818183,47.276688453159046,,,,,,Mid-Market
TXN-0349,TGT-0229,ACQ-031,2016-03-08,2016-10-02,2016,Q1,SPAC Merger,Stock-for-Stock,128.6,12.1,1.72,16.0,Closed,High Growth|Margin Improvement|Market Consolidation|Brand Value|Cross-Sell Opportunity,6,208,Onyx Wellness Group,Behavioral Health,Substance Abuse Treatment,National,Physician-Owned,119.2,16.9,Thoma Bravo,Financial Sponsor,Technology,National,13.2,2.7,-8.333333333333332,-36.2962962962963,,,,,,Mid-Market
TXN-0430,TGT-0234,ACQ-021,2016-06-08,,2016,Q2,Recapitalization,Mixed,299.1,12.7,4.44,18.5,Withdrawn,Margin Improvement|Supply Chain Integration|High Growth,8,,Wellspring Care at Home,Home Health/Hospice,Home Health,Midwest,Private,208.0,13.2,KKR,Financial Sponsor,Diversified,National,17.6,4.96,-27.8409090909091,-10.483870967741927,,,,,,Mid-Market
TXN-0023,TGT-0268,ACQ-027,2016-11-19,,2016,Q4,Carve-out,Cash + Stock,476.5,20.4,7.57,18.7,Rumored,Revenue Synergies|Talent Acquisition|Diversification|High Growth,2,,Sentinel Healthcare,Healthcare Services,Specialty Clinics,Mountain West,Physician-Owned,482.7,26.5,Bain Capital,Financial Sponsor,Diversified,National,11.7,2.97,74.35897435897436,154.88215488215488,,,,,,Mid-Market
TXN-0420,TGT-0278,ACQ-033,2016-02-08,,2016,Q1,Merger of Equals,Stock-for-Stock,396.7,7.5,7.37,17.3,Rumored,Market Consolidation|Talent Acquisition|Technology Capability|Platform Build,4,,Prism Tech Solutions,Health IT,Data Analytics,Mid-Atlantic,Private,268.1,30.3,New Mountain Capital,Financial Sponsor,Healthcare,National,13.1,4.61,-42.74809160305343,59.8698481561822,,,,,,Mid-Market
TXN-0432,TGT-0284,ACQ-031,2016-06-11,2017-02-27,2016,Q2,Strategic Acquisition,Stock-for-Stock,556.7,24.8,1.75,17.7,Closed,Cost Synergies|High Growth|Market Consolidation|Talent Acquisition,7,261,Kinetic Financial Services,Revenue Cycle,Coding Services,Southeast,Nonprofit,60.5,31.8,Thoma Bravo,Financial Sponsor,Technology,National,17.3,2.87,43.35260115606936,-39.02439024390244,,,,,,Large
TXN-0464,TGT-0290,ACQ-030,2016-02-24,2016-07-29,2016,Q1,Bolt-on Acquisition,Cash + Stock,160.7,17.2,7.75,16.0,Closed,Margin Improvement|Platform Build|Market Consolidation|Technology Capability,1,156,Granite Device Solutions,Medical Devices,Diagnostic Equipment,Mountain West,Public,544.9,34.7,Summit Partners,Financial Sponsor,Growth Equity,National,15.6,4.38,10.256410256410255,76.9406392694064,,,,,,Mid-Market
TXN-0317,TGT-0300,ACQ-035,2016-04-28,,2016,Q2,Bolt-on Acquisition,Cash + Stock,560.7,6.1,4.02,8.3,Rumored,Cross-Sell Opportunity|Technology Capability|Regulatory Arbitrage,1,,Westward Therapeutics,Pharma/Biotech,Generic Pharma,Mountain West,Nonprofit,293.4,23.4,Cerberus Capital,Financial Sponsor,Diversified,National,17.1,4.82,-64.32748538011697,-16.597510373443995,,,,,,Large
TXN-0030,TGT-0204,ACQ-038,2016-02-10,2016-04-27,2016,Q1,Management Buyout,Mixed,455.7,17.3,2.84,14.6,Closed,Vertical Integration|Regulatory Arbitrage|Diversification|Brand Value,8,77,Encore Revenue Solutions,Revenue Cycle,Claims Management,Mid-Atlantic,Public,153.6,25.2,Great Hill Partners,Financial Sponsor,Technology,National,12.0,4.05,44.16666666666667,-29.876543209876544,,,,,,Mid-Market
TXN-0393,TGT-0002,ACQ-007,2017-10-09,2018-02-03,2017,Q4,Platform Investment,Mixed,148.6,18.9,2.0,8.6,Closed,Regulatory Arbitrage|Margin Improvement,8,117,Keystone Healthcare,Healthcare Services,Ambulatory Surgery Centers,Southwest,Physician-Owned,250.3,25.5,Amedisys,Strategic,Home Health/Hospice,National,14.7,2.64,28.57142857142857,-24.242424242424246,1821.2,344.2,794.3,216.5,2220.7,Mid-Market
TXN-0439,TGT-0005,ACQ-016,2017-10-14,2018-02-03,2017,Q4,Leveraged Buyout,Mixed,223.2,8.9,6.66,15.5,Closed,Regulatory Arbitrage|Platform Build|Talent Acquisition,5,112,Continuum Biopharma,Pharma/Biotech,Specialty Pharma,National,Public,223.2,25.9,Henry Schein,Strategic,Medical Devices,National,16.0,4.52,-44.375,47.34513274336285,3116.1,853.8,515.0,439.6,5513.0,Mid-Market
TXN-0287,TGT-0006,ACQ-018,2017-12-01,2018-12-06,2017,Q4,Merger of Equals,Cash + Stock,575.8,23.0,4.63,10.5,Closed,High Growth|Market Consolidation,1,370,Legacy Health Analytics,Health IT,Revenue Cycle Tech,West Coast,Family-Owned,102.9,13.7,Medline Industries,Strategic,Medical Devices,National,13.5,2.57,70.37037037037037,80.1556420233463,3890.7,396.9,415.2,486.0,10762.8,Large
TXN-0007,TGT-0032,ACQ-015,2017-05-19,2017-10-12,2017,Q2,Minority Investment,Leveraged,472.1,10.9,6.65,3.4,Closed,Supply Chain Integration|Cost Synergies|Platform Build|Diversification|Brand Value,2,146,Onyx Device Solutions,Medical Devices,Diagnostic Equipment,Great Plains,Public,85.5,30.4,Patterson Companies,Strategic,Dental,National,15.2,3.53,-28.28947368421052,88.38526912181305,1379.5,180.7,508.0,92.2,2014.0,Mid-Market
TXN-0271,TGT-0034,ACQ-008,2017-04-26,,2017,Q2,Leveraged Buyout,Cash + Stock,311.9,13.1,5.12,19.6,Terminated,Supply Chain Integration|Cross-Sell Opportunity,4,,Apex Recovery Centers,Behavioral Health,Psychiatric Hospitals,National,Physician-Owned,161.7,16.3,Acadia Healthcare,Strategic,Behavioral Health,National,10.6,3.74,23.58490566037736,36.898395721925134,2197.2,472.4,348.8,262.2,4063.2,Mid-Market
TXN-0191,TGT-0061,ACQ-015,2017-04-02,2017-06-25,2017,Q2,Leveraged Buyout,Leveraged,179.7,24.6,3.86,16.0,Closed,Supply Chain Integration|Margin Improvement,2,84,Trident Oral Health,Dental,DSO (Dental Support Org),Southeast,Physician-Owned,271.8,25.9,Patterson Companies,Strategic,Dental,National,12.2,4.77,101.63934426229511,-19.077568134171905,1379.5,180.7,508.0,92.2,2014.0,Mid-Market
TXN-0270,TGT-0101,ACQ-002,2017-09-14,2018-06-19,2017,Q3,Bolt-on Acquisition,All Cash,312.5,21.0,1.6,18.9,Closed,Diversification|Supply Chain Integration|Brand Value,5,278,Atlas Recovery Centers,Behavioral Health,Substance Abuse Treatment,Great Plains,Private,276.9,32.6,CVS Health,Strategic,Healthcare Services,National,10.6,2.36,98.11320754716982,-32.20338983050846,11056.7,2089.7,5996.0,485.8,22588.7,Mid-Market
